dew_point,avg_wind,humidity,rain,rain_sum,snow_depth,rain_amount,snow_amount,ice_measure,friction,ice_frequency,mean_temperature,condition
-7.6,5.3,67.0,4.0,0.5,0.0,0.0,0.0,0.0,0.82,422.0,5.888888888888888,Snow
-3.1,2.6,99.0,5.0,4.8,15.0,0.07,0.21,0.38,0.13,112.0,-6.142857142857143,Snow
-0.3522507469894114,0.31934921981562425,99.1579518708387,1.68538250898258,1.8235634902999132,2.1290476970390073,0.0,0.0,0.10181195836587789,0.7413426560890742,12.0,11.699130210373998,Ice
4.2,4.0,95.0,0.0,0.7,0.0,0.14,0.0,0.0,0.78,115.0,-0.45454545454545453,Rain
-13.9,3.5,43.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,357.0,4.279999999999999,Rain
-13.6,5.2,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,487.0,6.947368421052632,Normal
-13.318804301387825,3.5608235779180486,57.31291867760301,0.0,0.0,6.677755125372477,0.058626281101818056,0.0545691162131208,0.2021261777030119,0.5355654423797127,506.89388679541696,16.45879631646725,Ice
0.256702008159821,1.051047235418425,64.52797392086433,1.7742059850230585,1.969680024761729,5.104368734179444,0.34545632775841634,0.16748714293630534,0.5122244626787443,0.82,525.8132695019021,14.032754931880168,Ice
-14.8,0.3,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,450.0,6.444444444444444,Normal
-16.9,2.4,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,410.0,-7.3,Normal
-24.3,0.3,67.0,0.0,0.0,0.0,0.0,0.52,0.02,0.38,420.0,7.186046511627907,Normal
-15.3,0.3,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,410.0,34.0,Normal
5.3,1.6,100.0,0.0,0.2,0.0,0.1,0.0,0.0,0.8,112.0,-0.647887323943662,Rain
-15.1,0.4,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,420.0,8.083333333333334,Normal
1.4411514722177294,2.6473899277207744,58.165261946296205,0.0,6.039797755013122,4.339638634081352,0.035264404418278,0.40051587024700885,0.0,0.82,205.70381889625094,-5.187893375398113,Ice
-1.7323746478623399,1.9542606690892153,31.21968463669468,6.0,2.0047615700735246,0.11801767279592701,0.0,0.0003761841680413533,0.5766228281149176,0.82,259.8331863774666,-1.237416566863049,Ice
6.9,1.1,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,415.0,0.14556962025316453,Normal
7.0,0.4,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,393.0,0.19999999999999998,Normal
4.8,2.8,92.0,0.0,0.7,0.0,0.21,0.0,0.0,0.74,112.0,-0.4754098360655738,Rain
0.0,1.3,100.0,4.0,4.6,5.0,0.0,0.31,0.16,0.3,107.0,-60.99999999999999,Snow
-2.2,2.3,100.0,4.0,4.3,6.0,0.25,0.0,0.0,0.73,112.0,18.000000000000004,Snow
-4.4,1.2,93.0,4.0,3.0,3.0,0.0,0.23,0.2,0.23,115.0,42.99999999999999,Snow
4.1,1.5,100.0,1.0,10.7,0.0,0.51,0.0,0.0,0.67,110.0,-3.0476190476190474,Rain
3.9,3.1,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,465.0,0.07096774193548387,Normal
5.4,1.1,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,417.0,0.26973684210526316,Normal
9.0,1.5058914128653496,58.81324335365612,5.155243794826053,0.0,3.8133020335242547,0.1848423095214875,0.0,0.0,0.5910814141932044,648.0,22.714189737561043,Ice
-7.4,3.6,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,122.0,10.571428571428573,Normal
7.7,1.3,66.0,0.0,0.2,0.0,0.0,0.0,0.0,0.82,110.0,0.2905405405405405,Rain
5.5,2.4,95.0,0.0,6.5,0.0,0.3,0.0,0.0,0.71,110.0,-0.8656716417910447,Rain
-3.6,1.6,90.0,4.0,0.1,8.0,0.0,0.0,0.0,0.82,110.0,-10.8,Snow
-11.9,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,12.25,Normal
-1.3,5.6,93.0,4.0,0.4,2.0,0.28,0.04,0.06,0.71,110.0,0.0,Snow
1.8,0.6,78.0,0.0,0.0,0.0,0.48,0.0,0.0,0.67,110.0,-0.14457831325301204,Rain
-13.5,5.8,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,115.0,5.533333333333334,Normal
4.2,3.2,99.0,0.0,3.0,0.0,0.43,0.0,0.0,0.68,112.0,-2.0,Rain
-5.8,2.7,80.0,4.0,0.1,3.0,0.05,0.0,0.0,0.81,112.0,81.99999999999999,Snow
-17.7,0.6,36.0,0.0,2.2,0.0,0.0,0.0,0.0,0.82,402.0,7.846153846153845,Normal
-14.9,2.5,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,157.0,4.363636363636363,Normal
6.3,6.1,91.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,112.0,-0.5180722891566264,Rain
-12.4,3.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,18.75,Normal
-4.7,1.8,97.0,0.0,1.1,0.0,0.0,0.28,0.19,0.24,112.0,8.129032258064516,Ice
-3.3,4.3,98.0,5.0,2.1,18.0,0.0,0.33,0.17,0.29,110.0,-7.5,Snow
-14.2,1.8,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,422.0,-18.5,Normal
-14.9,3.3,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,440.0,22.5,Normal
-3.7,4.7,95.0,5.0,1.3,11.0,0.0,0.24,0.09,0.41,110.0,-9.75,Snow
-14.7,1.1,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,500.0,9.523809523809524,Normal
-9.9,3.4,59.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,411.0,12.571428571428573,Normal
-5.79918456473721,1.775029935270909,48.7124008742012,0.0,0.0,0.0,0.4582050376123186,0.0,0.0,0.82,226.28514639946104,21.14149565036537,Ice
-4.885051128526729,0.1,72.23272531702032,0.0,0.0,0.7735840021302475,0.3606872026652829,0.05348049965373534,0.0,0.7042492763520716,139.7589932716999,-17.60859494661371,Ice
-7.06254036820338,7.949318807055548,72.06120510542854,1.7322746685223598,2.9430587910298973,0.0,0.23939786875331598,0.15235653502949537,0.30391118673503914,0.82,311.7204181766015,-0.6369585170919563,Ice
-0.9345214081541497,3.7985223851428964,69.47090540002718,0.0,0.0,0.7341799301939256,0.23213059459840518,0.30545110319763735,0.1575130330388842,0.82,270.7511760295242,15.746169655685852,Ice
-9.2,1.7,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,420.0,-9.000000000000002,Normal
-8.0,0.8,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,115.0,12.5,Rain
9.0,0.8624148724056209,73.86573088675266,1.3187226552511375,1.6404269016793376,3.7381213425294773,0.47591081270020896,0.0,0.0,0.82,369.7474188644712,-35.2890563718148,Ice
-4.93177053566754,3.2790769822761874,24.0,0.0,4.823880745084026,0.0,0.0,0.06775210444759348,0.0,0.6091420544532397,399.5619136953065,-6.682529688925124,Ice
-0.4,4.4,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,414.0,-1.5999999999999999,Rain
5.2,3.4,92.0,0.0,0.1,0.0,0.29,0.0,0.0,0.71,115.0,-0.9705882352941176,Rain
-2.5,1.2,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,410.0,-0.8571428571428571,Normal
3.6,2.0,100.0,1.0,3.2,0.0,0.56,0.01,0.02,0.66,110.0,-1.1142857142857143,Rain
-12.0,2.3,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,401.0,36.66666666666667,Normal
-3.4,4.2,88.0,4.0,0.8,0.0,0.3,0.0,0.0,0.71,112.0,11.333333333333334,Snow
-12.3,1.9,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,400.0,-125.99999999999999,Normal
-14.3,0.3,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,105.0,7.000000000000001,Ice
-15.7,1.3,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,440.0,0.0,Normal
5.8,2.1,87.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,112.0,-0.5443037974683543,Rain
-2.9,4.8,96.0,4.0,3.7,3.0,0.14,0.04,0.08,0.78,112.0,-42.0,Snow
-4.7,3.0,89.0,4.0,0.2,0.0,0.0,0.05,0.07,0.54,112.0,-14.499999999999998,Snow
3.6,0.8,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,435.0,-0.11278195488721804,Normal
4.5,1.0,93.0,0.0,0.6,0.0,0.52,0.0,0.0,0.67,112.0,0.3548387096774194,Rain
3.7,3.7,96.0,0.0,0.2,0.0,0.12,0.0,0.0,0.79,110.0,-0.5945945945945946,Rain
4.2,1.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,115.0,-0.14189189189189189,Normal
-5.198967234786459,0.7642492752558068,49.30003925728377,3.176287971742116,1.3031233975527072,5.926131768533979,0.5807220269951648,0.0,0.0,0.82,212.04303884490025,11.241953641364526,Ice
-6.2,4.9,97.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,419.0,3.7222222222222223,Snow
4.4,0.9,94.0,0.0,0.1,0.0,0.27,0.0,0.0,0.72,112.0,0.3611111111111111,Rain
-4.7,7.8,88.0,4.0,0.2,1.0,0.12,0.0,0.0,0.79,112.0,-13.75,Snow
-15.0,3.3,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,422.0,6.428571428571429,Normal
-5.2,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,432.0,-9.9,Normal
-9.3,3.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,410.0,4.625,Normal
4.8,3.8,97.0,0.0,0.1,0.0,0.15,0.0,0.0,0.78,112.0,-0.7014925373134329,Rain
-5.1,5.3,88.0,4.0,1.2,1.0,0.02,0.1,0.15,0.29,112.0,-23.5,Snow
-18.2,1.4,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,400.0,3.838709677419355,Rain
-8.7,1.8,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,185.0,81.99999999999999,Normal
0.7,3.8,95.0,1.0,1.3,0.0,0.33,0.0,0.0,0.7,115.0,-2.058823529411765,Rain
-7.3,2.9,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,435.0,-5.3,Normal
-15.5,0.9,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,9.2,Normal
-15.7,3.8,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,435.0,19.666666666666668,Normal
-10.8,0.3,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,442.0,27.0,Normal
-5.4,5.8,78.0,4.0,0.1,1.0,0.03,0.0,0.0,0.82,112.0,-47.99999999999999,Snow
2.8,1.2,100.0,1.0,10.2,0.0,0.46,0.0,0.0,0.68,110.0,-4.0,Rain
-10.6,2.9,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,452.0,6.928571428571429,Snow
3.6,0.8,63.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,105.0,-0.08823529411764706,Rain
-0.2,1.2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,417.0,0.05970149253731343,Normal
4.6,3.4,48.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,112.0,0.10240963855421685,Rain
-3.0,6.6,95.0,5.0,3.5,21.0,0.24,0.0,0.0,0.73,110.0,-32.99999999999999,Snow
9.0,5.537179835901931,64.09996377927008,4.841101043322692,0.0,0.0,0.0,0.15003333727588072,0.17955955685052952,0.764680970424382,210.42001553452306,-12.707737476062738,Ice
-26.201840653414724,0.1,96.77177875085766,1.7603721461801038,0.0,0.0,0.44570509825530935,0.0,0.05102049452234157,0.82,12.0,-4.118502680937883,Ice
-4.974467786593202,0.1,53.2963954797232,3.5415522920739666,0.0,0.0,0.5978980650704915,0.0,0.08481797504960402,0.6362654699946693,193.86682663143165,-11.993033975444906,Ice
-8.0,1.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,112.0,-2.6,Rain
3.9,2.5,96.0,0.0,2.7,0.0,0.31,0.0,0.0,0.7,112.0,-2.2,Rain
4.0,2.2,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,165.0,0.4042553191489362,Normal
-6.655852916178997,0.1,81.81187721629293,0.0,0.0,3.7777850784583435,0.3027693046330785,0.08826962298707511,0.0,0.710050403114202,148.76122800948806,-39.402312647554176,Ice
-12.191327807959084,1.5904921859245023,77.51924936699444,0.0,4.881317698429913,0.0,0.0,0.0,0.0,0.6894255122686992,100.70165411661861,13.369755188896997,Ice
-9.7,2.2,53.0,0.0,0.3,0.0,0.0,0.01,0.0,0.82,427.0,20.0,Normal
2.2,6.1,89.0,1.0,0.3,0.0,0.55,0.0,0.0,0.66,110.0,-0.9473684210526316,Rain
5.3,3.2,100.0,0.0,2.9,0.0,0.18,0.0,0.0,0.76,112.0,-1.8545454545454545,Rain
-2.9,2.5,100.0,4.0,2.4,0.0,0.0,0.43,0.11,0.38,115.0,7.75,Snow
-18.6,2.9,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,464.0,7.84375,Normal
-0.9,3.4,95.0,4.0,0.6,4.0,0.7,0.0,0.0,0.64,112.0,-22.0,Snow
4.9,2.3,94.0,0.0,0.0,0.0,0.09,0.0,0.0,0.8,112.0,-0.5064935064935064,Rain
9.0,1.7,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,385.0,0.2689655172413793,Normal
-15.2,0.4,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,430.0,7.7857142857142865,Normal
-19.7,1.2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,402.0,3.838709677419355,Normal
-8.2,3.1,63.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,11.333333333333334,Snow
-5.3,3.5,92.0,5.0,1.2,15.0,0.0,0.16,0.07,0.46,112.0,10.6,Snow
-9.231172062924568,1.944219814726113,100.0,0.0,0.0,0.0,0.4565293170485722,0.0,0.08061154751490568,0.686917974915832,12.0,-8.61635514458149,Ice
7.615290148339393,0.1,44.66523956846312,3.3546241116948545,0.48941412842531545,0.0,0.28771962115686023,0.0,0.0,0.7013061810966799,12.0,1.4104156126082947,Ice
-5.1,1.5,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,417.0,-2.3333333333333335,Normal
6.7,1.6,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,475.0,0.18633540372670807,Rain
4.9,4.3,91.0,0.0,13.2,0.0,0.36,0.0,0.0,0.69,110.0,-0.6515151515151515,Rain
5.1,2.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,390.0,0.009090909090909092,Normal
9.0,2.064567327132319,67.96271140147887,2.350345366702218,0.0,0.0,0.3178636357253515,0.035162154897946836,0.3057247117834808,0.82,71.33145939226378,-19.393729010529608,Ice
4.7,1.1,87.0,0.0,0.1,0.0,0.14,0.0,0.0,0.78,115.0,0.3333333333333333,Rain
-8.2,0.6,74.0,0.0,0.8,0.0,0.0,0.0,0.0,0.82,420.0,-11.285714285714286,Normal
4.9,1.3,93.0,0.0,0.2,0.0,0.12,0.0,0.0,0.79,110.0,-0.48000000000000004,Rain
-10.277600098879663,1.1951812512779223,47.647256198862294,2.1015459796297673,0.0,0.4624009483807752,0.4817680820157656,0.07260647906586173,0.0,0.7925369926330842,233.94079852177478,42.50626991826775,Ice
-7.6,4.5,74.0,4.0,0.1,0.0,0.01,0.0,0.0,0.82,112.0,9.692307692307692,Snow
-7.7,2.6,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,409.0,-4.2,Normal
7.570081853681455,0.1,60.23741954819119,0.0,1.0516886866915311,0.0,0.7623914480494192,0.048677631616840744,0.15788771795856224,0.82,34.36812408319284,-31.30332765403532,Ice
-2.2,2.8,92.0,4.0,4.0,0.0,0.14,0.0,0.0,0.78,110.0,-25.0,Snow
0.3,1.6,50.0,0.0,0.0,0.0,0.06,0.0,0.0,0.81,110.0,0.0380952380952381,Normal
4.8,4.4,91.0,0.0,0.1,0.0,0.14,0.0,0.0,0.78,115.0,-1.1904761904761905,Rain
9.0,4.899516781333858,24.0,0.0,0.0,0.0,0.4471052291243026,0.0,0.0,0.5319618651014724,257.0264641428963,-16.100609922079084,Ice
5.3,1.1,100.0,0.0,0.2,0.0,0.11,0.0,0.0,0.8,112.0,-0.647887323943662,Rain
-6.4,3.1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,419.0,-55.0,Normal
-6.6,6.2,74.0,4.0,0.2,0.0,0.02,0.0,0.0,0.82,430.0,12.5,Snow
-2.5,2.7,97.0,4.0,7.3,6.0,0.12,0.05,0.06,0.79,112.0,21.499999999999996,Snow
-7.9,1.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,357.0,8.666666666666668,Normal
-3.9,3.9,95.0,4.0,1.1,11.0,0.05,0.1,0.16,0.3,112.0,-12.0,Snow
-2.9,6.1,96.0,4.0,3.3,3.0,0.0,0.4,0.1,0.38,141.0,50.0,Snow
-10.5,2.4,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,440.0,0.0,Normal
-8.5,4.5,64.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,115.0,36.0,Snow
-8.3,2.4,67.0,4.0,0.2,0.0,0.0,0.14,0.03,0.5,419.0,3.4347826086956528,Normal
-9.0,1.9,65.0,0.0,0.7,0.0,0.01,0.0,0.0,0.82,497.0,4.11764705882353,Normal
-5.8,2.1,89.0,4.0,0.2,5.0,0.11,0.04,0.05,0.79,110.0,4.090909090909091,Snow
-17.2,1.3,36.0,0.0,0.2,0.0,0.0,0.0,0.0,0.82,182.0,6.866666666666667,Normal
-8.6,0.8,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,432.0,0.0,Normal
1.8,0.6,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,125.0,0.0608695652173913,Rain
-1.7858182535890008,1.6568154323360802,57.335637694215514,0.0,5.110420387941419,2.8685283142290015,0.6770672185836306,0.0,0.0,0.53861218406536,648.0,-58.390545339418374,Ice
-3.1,2.4,97.0,6.0,1.1,24.0,0.0,0.46,0.11,0.38,112.0,8.466666666666667,Snow
-2.1,2.8,99.0,4.0,4.6,6.0,0.38,0.02,0.08,0.69,112.0,-1.5,Snow
1.3,1.2,99.0,1.0,11.5,0.0,0.43,0.0,0.0,0.68,115.0,-4.058823529411765,Rain
-2.2,1.8,100.0,4.0,4.5,11.0,0.0,0.12,0.14,0.31,110.0,-7.8,Snow
1.5,4.9,95.0,1.0,4.1,0.0,0.41,0.0,0.0,0.68,110.0,-1.56,Rain
4.6,1.8,100.0,0.0,5.1,0.0,0.23,0.0,0.0,0.73,112.0,-1.4375000000000002,Rain
-13.7,0.5,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,420.0,8.272727272727272,Normal
6.3,2.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,560.0,0.19672131147540983,Normal
-0.9969217708225591,1.8320345645151508,75.98260887642469,2.7449075290762974,0.0,4.457362352938257,0.20542394201397768,0.22961224965234528,0.4870417631138888,0.6132051800486072,12.0,-30.262844008314673,Ice
-2.3,5.6,97.0,4.0,0.6,1.0,0.0,0.35,0.13,0.36,112.0,-3.714285714285715,Snow
7.481170174077524,0.1,80.42817631021971,0.0,3.786635184113759,0.0,0.0,0.15992610658566478,0.0,0.82,69.09138035659493,-0.7595670113334445,Ice
1.1,1.4,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,322.0,-0.09401709401709403,Normal
8.890738213909913,0.1,67.63310455233557,0.40693686502386595,0.0,4.992436809008656,0.3884461266884726,0.13723764279127226,0.20024089400479508,0.6470625699693622,619.6596508778889,-15.878379798184055,Ice
4.3,1.4,100.0,0.0,6.9,0.0,0.24,0.0,0.0,0.73,112.0,-2.6590909090909087,Rain
1.104575358551644,3.07077852260944,86.92065560161626,0.3104728685502311,0.9425360554249168,0.0,0.0011023016425624338,0.13382583283835156,0.10275762801339114,0.5846826842054026,438.30443811018796,1.2167552861952098,Ice
6.9,2.1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,400.0,0.1895424836601307,Normal
-3.1,2.9,97.0,4.0,3.8,2.0,0.0,0.57,0.06,0.38,112.0,-16.25,Snow
4.1,2.2,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,392.0,0.25,Normal
-4.814040583092405,2.739947351110095,55.404499608828445,0.0,5.9416339242171015,0.33768670876198537,0.1797901081132966,0.0,0.015131498556501402,0.7701386487664981,373.936175672006,14.721518354929165,Ice
6.1,1.6,85.0,0.0,0.0,0.0,0.02,0.0,0.0,0.82,110.0,0.19999999999999998,Rain
-16.7,0.7,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,475.0,4.636363636363636,Normal
-7.9,4.4,65.0,4.0,0.1,0.0,0.0,0.0,0.0,0.82,112.0,52.0,Snow
-16.990059342699936,0.3242144295223346,70.88921924946439,0.0,0.0,4.210080396860906,0.0,0.0,0.4360446369628396,0.5771732311772508,70.83395629296507,-13.532269985401218,Ice
-3.1,3.3,99.0,4.0,0.9,2.0,0.0,0.31,0.08,0.39,110.0,3.125,Snow
-2.8,4.4,96.0,5.0,4.1,2.0,0.17,0.17,0.29,0.36,110.0,-5.0,Snow
-3.4,1.1,61.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,395.0,-0.631578947368421,Normal
4.5,0.5,95.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,438.0,0.1485148514851485,Normal
4.1,3.2,100.0,0.0,4.0,0.0,0.59,0.0,0.0,0.66,115.0,-2.4651162790697674,Rain
-1.3,4.6,96.0,4.0,7.0,1.0,0.31,0.01,0.02,0.71,110.0,3.428571428571429,Snow
-18.21710250288391,4.174763953036223,41.62420598045931,3.1864490874751463,1.9938239470974644,0.0,0.22022136131852887,0.1250703216640904,0.23917929147695327,0.82,510.0020938179306,-13.140479725782711,Ice
0.7214554315610906,3.4804432224050728,77.37602546911425,1.0319311499179593,0.0,1.8697134068826546,0.1690711299282902,0.018920374935585002,0.5586968232095465,0.6312796623111098,306.11117440713855,-28.451103812766988,Ice
-3.1,3.8,98.0,5.0,4.4,9.0,0.0,0.52,0.13,0.36,110.0,-7.75,Snow
-12.244112498996078,5.611017813988994,71.3395713895982,0.0,2.1639267617748925,0.0,0.3478224723983102,0.07447698410797751,0.39032741514934866,0.2999199661863494,187.98382554863346,25.992712133576056,Ice
5.3,4.1,98.0,0.0,0.5,0.0,0.05,0.0,0.0,0.81,112.0,-1.4912280701754386,Rain
5.2,2.4,100.0,0.0,5.1,0.0,0.23,0.0,0.0,0.73,112.0,-1.3269230769230769,Rain
-3.2,3.0,100.0,5.0,4.8,16.0,0.01,0.68,0.14,0.36,110.0,-18.0,Snow
-2.4,2.3,98.0,5.0,1.1,7.0,0.0,0.26,0.08,0.4,115.0,8.692307692307693,Snow
5.7,5.3,93.0,0.0,0.0,0.0,0.04,0.0,0.0,0.82,110.0,-0.7272727272727272,Rain
-11.02352924303886,6.4183710808170975,86.83085356660905,0.9969112117561585,1.2934732341299224,0.0,0.0,0.008407779633005898,0.1605218175880082,0.5746458358090749,212.35533602881378,-21.971275007147938,Ice
-4.6,1.2,63.0,0.0,0.1,0.0,0.0,0.0,0.0,0.82,107.0,-1.074074074074074,Rain
3.7,1.4,70.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,390.0,0.27184466019417475,Normal
